600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600519.SH,600547.SH,600570.SH
0,0,0,0,0,0,0,100,0,-69100,0,46900,0,0,0
0,0,100,0,0,200,0,0,0,0,0,-46900,0,0,21800
0,0,-100,0,0,-200,0,100,100,0,0,45300,0,0,-21800
0,0,0,100,100,100000,0,-200,0,0,3900,-45300,0,0,0
0,0,0,-100,-100,0,0,300,0,10000,-3900,0,0,0,0
0,0,0,0,0,0,0,0,19900,-10000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-300,0,0,0,0,0,0,0
0,0,0,0,0,-100000,0,0,100,61200,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,100,0,0,0,0,0,-5500,0,0,1900,0,0,0
0,0,-100,0,0,0,0,0,100,-61200,0,0,0,57700,0
-100,0,0,0,0,0,0,200,100,0,0,40600,0,-57700,0
0,0,0,200,0,0,0,-200,100,0,0,-42500,0,0,21400
0,0,77200,0,0,0,0,0,100000,0,0,0,0,0,-21400
100,0,-77200,-200,0,0,0,0,400,0,4400,0,0,0,0
0,0,200,0,0,0,0,0,22400,0,-4400,0,0,0,0
0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,200,0,0,0,0,0,0,0,0,0,0,0
-100,0,0,-200,0,0,0,0,100,0,0,0,0,0,0
0,0,0,0,27600,0,0,0,-45400,0,0,0,0,0,0
100,3400,100000,0,-27600,0,0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,-3400,0,0,0,0,0,100,12700,0,0,0,0,0,0
200,0,-100000,0,18700,0,0,-100,0,0,0,0,0,0,0
0,0,0,0,-400,0,0,0,600,0,0,0,0,0,0
100,0,0,0,-18300,0,0,0,100,0,0,0,0,13000,0
0,0,200,0,0,0,200,0,0,0,500,0,300,-13000,0
-400,0,-300,0,17100,0,-200,0,0,0,-500,0,-300,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-100,0,0,400,0,0,0,0,0,0,0,0,0,0,0
100,0,0,-400,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22300,0,0,0,-38100,0,0,0,0,0,0
0,0,500,0,-38300,0,0,0,0,0,0,0,0,30200,0
-100,0,-500,100,-1100,0,1000,0,0,0,0,0,0,0,0
0,0,0,-100,0,0,0,0,64100,0,0,0,0,-30200,0
0,0,0,0,100,0,48200,0,-100000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-49200,0,100,0,20300,0,0,0,0
100,0,0,0,0,0,50800,100000,-31900,0,-20300,0,0,0,0
0,0,0,0,0,0,-50800,-100000,0,0,26700,0,0,0,0
0,0,0,100,0,0,0,0,0,0,-26700,0,0,200,23900
-100,0,0,-100,-100,0,4600,100000,100000,0,0,0,0,-200,-23900
0,0,200,0,0,0,0,-87400,25000,0,0,0,0,0,0
200,0,-200,0,0,0,-4600,100,-20600,0,0,8000,0,0,0
0,0,200,0,0,0,14200,-12700,-25400,0,0,0,0,0,0
-200,0,-200,0,0,0,-14200,0,27100,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,14500,0,0,0,0,-8000,0,0,0
-400,24700,0,0,0,0,-14500,0,-62900,0,0,0,0,0,0
0,-19600,100,0,0,0,0,0,72100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-100,100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
0,-5100,0,-100,0,0,0,0,19500,0,0,0,0,0,0
0,0,0,0,100,0,100,0,-69800,0,0,18100,0,0,0
0,0,200,100,0,0,-100,0,12600,0,0,-3300,0,0,0
100,0,-200,-100,0,0,0,0,0,0,0,0,0,0,0
0,35700,300,0,0,0,100,0,-77600,0,0,-14800,0,0,0
-100,-4200,-300,0,-100,0,0,100,300,0,0,4300,0,0,0
0,-14100,200,0,0,0,-100,-100,1700,0,0,-4300,800,0,0
0,0,-200,300,0,0,0,0,0,0,0,0,0,0,0
0,-17400,0,-300,0,0,0,0,100,0,0,0,0,47000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-800,51500,0
0,0,0,0,0,0,0,0,100,0,0,300,1500,-98500,0
0,0,200,0,0,0,0,0,100,0,200,-300,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,200,0,0,0,0,0,36000,-1500,0,0
0,0,0,0,0,200,0,0,0,0,-200,-36000,0,0,26300
0,0,-200,0,0,-400,0,0,100,0,29600,0,0,0,-26300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
