600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600519.SH,600547.SH,600570.SH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2100,0,0,-21300,0,0,0,17800
0,0,0,0,0,0,0,28700,0,0,-19400,0,1700,0,-10800
0,0,0,300,0,100,35700,-10800,0,0,0,0,-700,0,0
0,0,0,100,0,0,-35700,-20000,0,100,14200,0,0,0,0
0,0,0,100,0,5500,0,0,0,-100,-14200,0,1200,0,-7000
0,0,0,0,0,0,0,100,0,0,37200,0,-2200,0,0
0,0,0,0,0,-5600,0,400,0,0,-37200,0,0,200,34800
0,0,200,-1100,0,0,0,-500,0,85200,0,0,0,-200,-34800
0,0,-200,1400,0,0,0,0,0,-81500,35400,0,0,0,0
0,0,0,500,0,300,0,0,0,0,-35400,0,0,0,33100
0,0,200,0,0,0,200,0,0,0,35600,0,0,0,-33100
0,0,-200,0,0,0,0,1200,0,-3700,-35600,0,0,0,33800
0,0,0,-1900,0,-300,0,-1200,0,0,38200,0,0,0,-33800
0,0,0,800,0,0,-200,0,0,0,-38200,0,0,0,33500
0,0,0,300,0,0,0,0,0,0,13000,0,0,0,-11300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100,0,0,0,25700,0,0,0,-22200
0,0,0,400,0,3900,-100,0,0,0,-38700,0,2200,0,0
0,0,0,800,0,-3900,0,0,0,0,800,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-2300,0,0,0,0,0,0,0,0,0,200,0
0,0,0,400,0,0,100,0,0,0,39600,0,-2200,-200,0
0,0,0,0,0,0,-100,18600,0,0,-40400,0,2200,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67400,24600,99100,0,0,0,0,100000,0,0,0,100,-2200,0,0
-67400,-24600,-99100,500,99300,0,0,0,0,0,0,0,0,0,0
0,0,0,-900,0,0,0,-14300,0,100,0,1100,0,0,0
0,0,0,0,-87100,0,0,900,0,50600,0,-1200,0,0,0
0,0,0,0,-12200,0,0,100,0,100,0,5800,0,0,0
0,0,0,0,0,0,0,-31800,0,100,6100,-5800,0,0,0
0,0,0,1400,0,0,0,0,0,-3200,0,0,100,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1400,0,0,0,1600,0,-37400,21000,0,0,0,0
0,0,0,100,0,0,100,-5300,0,48800,-27100,0,0,0,0
0,0,0,100,5600,0,-100,0,0,0,0,0,-100,0,0
0,0,0,0,-5600,0,0,700,0,-59100,400,0,2500,0,0
0,0,0,200,0,3500,0,-7800,0,0,-400,0,0,0,0
0,0,0,-400,0,0,0,300,0,0,0,0,0,0,0
100,0,0,100,0,0,0,-63000,0,0,0,0,0,0,2900
-100,0,0,300,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-400,0,0,0,0,0,100,3300,0,0,0,-2900
0,0,0,0,0,5900,0,0,0,0,-3300,0,100,0,0
0,0,0,0,0,200,0,0,0,-100,0,0,0,0,0
0,0,400,0,0,0,0,0,0,0,49000,0,-2600,0,0
0,0,-400,0,0,-6700,0,0,0,0,-49000,0,0,300,45200
0,0,1000,0,0,-2900,0,0,0,0,50600,0,0,-300,-45200
0,0,-1000,400,200,0,0,0,0,0,-50600,0,0,0,47700
0,0,0,-400,0,0,100,0,0,0,52900,0,0,0,-47700
0,0,0,0,0,0,-100,200,0,0,-52900,0,0,0,47300
0,0,0,0,0,0,0,-200,0,100,100,0,2900,0,-47300
0,0,0,2200,-200,0,0,0,0,-100,-100,0,-2900,0,49100
0,0,0,-2200,0,0,200,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,300,0,2900,0,-49100
0,0,0,2000,0,0,-200,0,0,0,0,0,0,0,0
0,0,0,-2000,200,0,0,300,0,0,0,0,0,0,0
0,0,0,1200,-200,0,0,-300,0,0,-300,0,0,0,300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,500,0,0,0,0,0,0,0,0,-2900,0,48500
0,0,0,-1700,0,100,100,0,0,0,0,0,0,0,0
